anon_screen_name,Finalgrade,FinalScore
deb68dcf02b274e049a5bec8302eabeb3a0dcaf9,0.02,Fail
d2c973ed0e81a6318c4fb3e623be0436debd99c1,0.2,Fail
9cb48e539cda04428c7093633264b571873d23c3,0.06,Fail
f40f8e44832ec226f90d98a36da2324a92d9e28d,0,Fail
751684dd0c360d72fc4b6e627aceeed825d8c472,0.03,Fail
15173ba5400f7744472fcd111c5853c557201a68,0,Fail
ce343be803d2f312ab3f331e94331ca40c9bdd4b,0,Fail
7704f7b54bb7ce71915b7e85d6057320ae050f52,0,Fail
7c2b6159ba0d27ca4925389911203ec00d6fb1f5,0,Fail
ec73ba95cadc0129f0a10bca6e97b6d8c88ab4e9,0.02,Fail
55d25ad46b6c68b928905d893c11e50d57be89a8,0,Fail
7c163c679707775e5b18683e488ef488e1b6dd4f,0.01,Fail
12e7303dc8b32403b8ec9ac46232a851bcde3c31,0,Fail
86dd2c3ba7b11a7423fad51068b1b92544b6e598,0,Fail
f1e5497beaf6701a45ca1485567262f7f3d0f5a4,0,Fail
efbb3f49e6d91f167d8ec5fdb0f299f5b658e2e2,0,Fail
9fcdee2981125dec93116d330775b002fcb6f329,0,Fail
6c24cd247e1be9f85106cbc89f6e03424c59dbc9,0,Fail
ed829545f07d2f8b77856339566f4d392b52d891,0.29,Fail
7700209b8b83d3bccfa9cd6cd6bb2f5080980caf,0,Fail
42e440d6d5ea1e2f66ca8082bec217dcf862d056,0.02,Fail
8064adc62240c3d039e6313262d80bb3f2f4520c,0.14,Fail
1b66d988ba66a42f0aebee144892db4089ba4fc7,0,Fail
a6df32bf59f947ddf7476e4170d47ad220e9b122,0.11,Fail
eafe50c63e95d002df178649bdc58a697993e893,0,Fail
f139e1b9cb03526298b7e875db160093f6585d72,0,Fail
01097b823ca87cbbeda43f379154fd1c31e59669,0,Fail
246359f406c046b8d5e3e67ac4aa08addff5eca0,0,Fail
480fed007fd9f531a497cbbf9f91581415cf8375,0.06,Fail
fe4cae8431f62755d17cd9e3eab2d565cf2f57da,0,Fail
3ba586c82a31571ea0fbe4b6cb7028f026b5558c,0.01,Fail
d2a8e58f3be55a4a298cfceef8f027c6c32e9a42,0,Fail
119237e1b223388c58d30a3c7195222358c86d82,0,Fail
3d79685448d41236d45c90de824c5f94f1bef566,0,Fail
f55fa684a75dff6431372b7928bb3cd3e3e805df,0.02,Fail
d81748d7c97238a0bfb1e31dd12a7bcda08ae1d8,0,Fail
a8d59922366fc6abbacc242976bbd247ef437b80,0,Fail
7a934120e62d3215359e6e5cd2dd60c3a5cd5b19,0,Fail
a73ba83e7cc9de6c28714aeb325af660d635e5f4,0,Fail
0cc2f773bad39c89f26a7665dc6dd286d60b49ba,0,Fail
a3db1f9cb71b306215219099cb2d5bfb913accce,0,Fail
78676455232e9d7b6b5daaf6e1d8d92b52fead38,0,Fail
626fc4f6f0314858e5d28581b10c11e44e8592e1,0,Fail
6f2fb6c6a9a28727f6c6f401af95d5e2def1e6fa,0,Fail
61444cde1a0a88a56792ae580d8d19745860aa26,0,Fail
940f7f88b65b2b76cab5c2597c9ed446a7c47cea,0,Fail
9c5843e656b714f1e2f5df2a7f4023fea82ba59f,0.01,Fail
82c1d2975b51d690cd602ebc5435b86f170a8a6c,0,Fail
e6616a55232c3e22d5b507d1be4711688cba67a5,0,Fail
8c9100d1625a5027a9f1dc6c53ac1d0294c562cb,0,Fail
055359597fea3275a27e037b9c354e37fd473e56,0,Fail
a24b6d24d8f6fb11d3a509e6f043e44b24e6d5aa,0,Fail
bfe96e86daa2be4e8f5290e8d06cc02475409583,0.12,Fail
c24c3451929a7aa7683fb958ddc0d91799425f9c,0,Fail
3fceb7efee4d19cfbef7281063489b8d26a01d93,0,Fail
7a0ad539ae043ee0a53f763499b6ba8f0709733e,0,Fail
cd97f55d1b6ae3c6e39934325f3b1c855b047154,0,Fail
349689154f82eefc96d7a436b5aa68e728563eed,0,Fail
a8e39b55c0f6e14fca35a8636886971e92def323,0.01,Fail
922e2bad058db8afbcfd888e01d2718df8c446cc,0,Fail
eb9d43925d6b3a54c4db01d185d90819549fd6a2,0,Fail
70585143f4d4ec50871c3d47ec6746698be15798,0,Fail
3b8f5bf7b8573f45e2bbbe305d74c7e367bea481,0,Fail
8943713e5144d48681b92c8ce2af8684b1490541,0,Fail
fc5da9d9a04fde5742c998d09096f6b770ee8035,0,Fail
c12e2b28f6438fa7a4214b6d40c4cba6ab793dfe,0,Fail
f81e4ec77113f76801a348227bfe9287d9a07e1c,0,Fail
0343cd88577250e41b426fb7b20c79d4f1b82a3c,0.04,Fail
8e8418b3fcda74faa6a0b2f070c716293b1523bd,0,Fail
cdba4be2980255a3419c9b08af53fc43c1f36e75,0,Fail
b53397908f460ac872486ccbd2fe9544088bfafe,0,Fail
5ecb3cd5e70443de126c8c41265c90187522021d,0.31,Fail
70df9ce8480d00ab90e77350990e578719b5ebd2,0,Fail
3eaa4e636c4c85ec85e4a016a7b929db35642f84,0,Fail
9a17709e78dfc927eb734d2af1e2b40d963a3018,0.01,Fail
c133e1ab482de33d00497dd37d3d133c9d7de48b,0,Fail
d381f192517ed186a2caab696f7dd29a0a999f79,0,Fail
cfe4ad9c8f28e88410df969bc0c49c8323a16080,0,Fail
8323b675e0225327b4c6a5f790d3c16631c76ee8,0.06,Fail
125fd397be5d9a300c9ac88e8a994c8f9be621ee,0.07,Fail
7f008dd6367dbc1ab73fc0cb066ac5e9ae3ad677,0.06,Fail
ee35bf6306868b42da2c6080c36c0d19456e6fe2,0,Fail
7f93cb68d2a0f86bdb6b866b87eea34566ad096b,0,Fail
b1ce6a6782aabd68b2729639746d156902e9876e,0.25,Fail
d9d32b906dfcf514bb8f19549a4bf3318df08fc0,0,Fail
e9c71c88b1ac4fca2cad4f06c2dfbc2026c11815,0,Fail
3207be00430672555679f74f876de27abbfc1e2b,0,Fail
f13a50f14fa1a524728cedb65849956ff084a8ef,0,Fail
d85de5244c3a7b101018c33893830a4838ee0eb0,0.11,Fail
91c04647b9b48eea10716a0f3deefa23763f6588,0.2,Fail
833f24f6d4089aa874651a7d5a7f5fa5840799c3,0,Fail
c44df50ad6b3059621106cc6999b847819bd1d5d,0,Fail
cee94ff615d525687d9e9df23a339832689a4b15,0.17,Fail
8683ad769aef4cfc21211921364e0883e889f688,0.06,Fail
b10b97b06a1a4c6ce73356b2f7e2fd828ae5cc77,0,Fail
298fb78aebb27e198fca079f0a747f54f0b40d84,0.09,Fail
40f5d48bc2838f4e45d7521706b897882da32361,0,Fail
65a5b5f4aa15a0cf25c385a61e0a737a84777ad4,0,Fail
bf2f98065efa6e38a3d45c85a6b503af963d3d0f,0,Fail
86dd5166f84d7c1cb57e87f54ea05b99fb6c09ca,0.02,Fail
ae398fd59b91b5b4ea6cac67353b51e90914e536,0,Fail
49719a9087852225cf00146344363d362f885823,0.01,Fail
bf8b8ff7d759f12457118599fe5696998b7d4986,0,Fail
989f627d564158000fa9db865f111dc6ee238036,0,Fail
f80a3a61a7198e72da4b19d53d35cc6f2b81261d,0,Fail
cd87fd898cf0bcbb70c114543eef80d0cde5b8b8,0.19,Fail
2ca6bf59d71920304feff91d79a45f2e715a8ee6,0.43,Fail
fbe7110e5c2d3ee7dc1c2ce5bcc16ab10d317259,0,Fail
586034decb66e3713c0e007adef40d1dd7246563,0,Fail
4cc5874513e825af3a3965c1743b2470243959e6,0,Fail
5a84ff6a38fd52b97df98a882b8654941743e60d,0.01,Fail
eb4adfa9c342738a330c7969efbdebd286080072,0,Fail
9edf0e8fed42ddd2516bbd3e5b7fbbc1218b7a4c,0,Fail
958fe91f46837304fbf45db5d3c7bf1e692a6294,0.18,Fail
e8881f239365e913913ded4d9da3e92d2e5fd673,0,Fail
f8ee71e17cd102a66bdac97fd3cc3583edb8ae6d,0.04,Fail
33bd88ad3852f8a617c499b7e24e419d96084f92,0.05,Fail
50f45a6b691f07114d2c3f56424cfbcf664245b3,0,Fail
349aa1f535936af75f91dff16d90fff91d3c24c5,0,Fail
acdf9a0a96a14b5838749a4a2519f206d6189708,0,Fail
c779546bdfd944d2a52f8befa0f7fbf2b045b491,0,Fail
396dad6f8c7233d0c5ef1ea5ed69d8b2a995bb33,0,Fail
248c7f27f56fc6065755df704264f04c586a7719,0.03,Fail
3ae49f57af25dc665d47fb733ea0f5dd505daaa9,0,Fail
d353ab1977bdaf727a3e3088798e392c3d26eb7f,0,Fail
6a3f8db4239047bbbe0261d28bb97bb142049a85,0.06,Fail
631e0e0b99ef81117a8ec14555e814c1688a56c6,0.09,Fail
0b3d11ed3bbe475c8432a77b6839dff246160c22,0,Fail
91f13fa12bfb567b224ea1a6640afd621e2ef872,0,Fail
8cced99dd973d9006705e3f7e990308dfe3504be,0,Fail
171327dda85e36e4553fea9c3354418022a7e893,0,Fail
45bb64d3ef58074a413203d328f8025b01af2b60,0,Fail
e21967857e8e6436803009ec18c2d070aa1f211f,0,Fail
6ac3246e8aa1be18a26d1a9aed5e74bd866fe807,0,Fail
054e7d1df827c12ee4ee6797d04f244a437216e6,0,Fail
48a59835e897bc74f13f421ab68875d03ede1ea5,0,Fail
62408b68a0adcad52195e2968f6bba08af40e4db,0,Fail
13613a2130f865c5b071e0c87ab05a3743d87495,0.02,Fail
1eaeccb07dad691541c6f1cc8189583004a2f1f5,0,Fail
4c393a5b892febd208eb6d4e3b335e4c63734c5a,0,Fail
0a470866895570c1693659650172f8876526cc84,0,Fail
288e85d68ac15648b7de14676c5498aa01a779fb,0.01,Fail
b87a92a63adb304a7fc75af3fe3c6295cb5f3e06,0,Fail
eaa9aa33b1add941c48454efda985702e330567e,0.12,Fail
7a714be069724895bdb301fdba460603b5cd5f13,0,Fail
eae22fc1bdd1d0f79d8be6a0a651415f35aee12f,0,Fail
07dd7c3ab37dd5bba2a46a37c239b858c53ba0cc,0,Fail
e92168ffe5e1885bfd8ad8de65a7214618febf3c,0.01,Fail
6d3d6cff306bde55924fbc81cf8874d68163774c,0.07,Fail
581a0c3c6b009ab40b2e47054f6a4890d87a999d,0,Fail
2b56848ed61a6c6edf8d01cdb97a90a860d5e7e1,0,Fail
27afee0885db2b82f4d43ee1d687d8c9e1e47930,0.15,Fail
ea85e7902cb79b425270b9acaf47e922ff96d023,0,Fail
ef8df1ab5b6731cba927e5025feddfbb18e1684c,0.01,Fail
ba55c3cd7f59d4e902a83e015f90a70aef20cf77,0.08,Fail
83701cd757b351ba468fb99f50660740b1aff774,0,Fail
fddc6e221e78decc5f2ec55781bacf4bb29de057,0.06,Fail
7e0db7ef747a81a89e0142733a0eca5536bc3697,0,Fail
72618ed059fa69dd5beccda8a27cfda1b8b09c44,0,Fail
c58d2552b98627953c472dcd2696d07cfd564533,0,Fail
6f9750ddb9b656ddca5830e787e083e0f292404d,0,Fail
973df8f51996cd3a85e30a633dc4c4312e5eef0c,0,Fail
9e3b079074dee87d7da98df9765512ab9536dc69,0,Fail
f3c3cad58d49cb384846c7405d3918e96bd1e146,0,Fail
47f8715e008fd199340439953e1c565daf9f8f21,0,Fail
a394a3d8d9658aab6dc57b280e9793cd9313333e,0,Fail
ba92f14c702d8f68391c60bc7090ddfc477e3f1f,0.03,Fail
6e0cb6498867017820a63786c1a8369255f7c352,0,Fail
b1bc63bd412089ebe1f1615d808463414dfd0751,0,Fail
513e8ad168d635a7d6e553a3136feed8c162cb52,0,Fail
62fb4813ef4a3b966dba1418bfbbcb45c7d8bd82,0,Fail
7fe4d47778d8b7251ff103bc27b500d74981dddc,0,Fail
97dd3d5e3d25739bd98b826af291c2aca42fa1e0,0.07,Fail
629097c14f45abe82f6e1f8e1fba98e633d6c679,0.07,Fail
98cd46ef554511d466864e0633931eb1a52f5579,0.11,Fail
080648064dc1f6defa4f4f4588efdcb12c7b3311,0,Fail
3ceb6be6d13179e120f0a6f4c7097cef1f568e73,0.02,Fail
384e72116224b005cad957568d64a48d131cd159,0.03,Fail
38b0380382d2774dc724a1fb87dd1c48c1cc67b4,0,Fail
e80f39918aafc8d06aa34d5001c0fa3531992925,0,Fail
425a34199a03a6deefb52da3b1ec50a1ea0f8760,0,Fail
a91309ae46f99e4f8acc31f2a3f45561eac962f1,0.24,Fail
522de0470823a4405c4ece520538e62d856e3e57,0,Fail
93785719c4bb1350a1dfd828e18266b0b4b8d923,0,Fail
024a49fc2f0e887f0141c61a2210d56b8fca5127,0,Fail
ddf656746408c3261d3f71da93a29475f1636565,0,Fail
655cf61317de89721b192a4da63d9bb6598c6723,0,Fail
f8b17b6607b14e9df8c0a4ed68825745ab5cd66b,0.22,Fail
c93d8197e3c3fa80305a5d08c10edab7921a35d3,0,Fail
0a7f9c78f0ba4ffc6667cb5c536a8bf18af5d76b,0.06,Fail
fb1ae7e95581ea138098b7bbc3d702fbc5be7d21,0,Fail
8a85b28558ff24b0680a991628b4ba77c2faa907,0,Fail
5f734c0f1892105df10158f63072b12e52e5b8aa,0,Fail
20a8a6bd16f74f7056822ff04a665265f090578d,0,Fail
0fbfb99e775ada5d20f35081058fa7284cdf771d,0,Fail
fa9b92923b8939c36661ad6eaf5ab67c7d8d0385,0.02,Fail
5aecbc30bb8a500fa27e9d4895d615edb96b4a5f,0.08,Fail
5bfa897486fe3e7026272d0636d25b2b34e88e35,0,Fail
816e15cdf78539c860dccc88c97fad611c56128a,0.21,Fail
be75b3ceb035963c11b8c6693d5ae703e2332647,0.07,Fail
a5635fffdaded5acf2a1530f64e6c1f9b145b526,0,Fail
38eb41bef71bd63d3ae91ee3c6f878c83388d923,0,Fail
a3c45284ed6ab238a5f9bc95f55c6eb221be1e70,0.08,Fail
30b4b2813045d682715f7d60db4f5bb77a688316,0,Fail
59347b17af04dbc3b19a234aa9253d2239052d75,0,Fail
11c8b7c26ebf6057b9a623a513ac7e830c0af389,0,Fail
b53bdcb86b7593a8b745d176879755ae8ab5bb46,0.02,Fail
0d8563f25d27827cb9f0d0fcea0cc6888b405f31,0,Fail
828b15d5263a1dac8e6b5e3663e962ad177dd2ce,0,Fail
e9216882676bb0c09ea648e0a04509835d2dae75,0,Fail
67b7cfa69b5f84bb2c322b136625932870ddf208,0.01,Fail
5db1d9841d0f0fc8643cb58cc4fa7ca7c9e114af,0,Fail
f962136f90ac55a60a642cf759017b9ca0ca6244,0,Fail
bdd01a6f17ad931fcbed9640b2987e07d3fe8f73,0.24,Fail
41413d2546d0253b42d59000c620cc49836e2e4a,0,Fail
d4c91f1ca5fb372077a34d6cda354a2a6ae9b5fc,0,Fail
209f0c619ebaa86e008d7e96a1410659eda5ebee,0,Fail
8a56f5a6a87d94f6f0a3c4f99e4388c05af5993b,0,Fail
c5f5a376459fe86e9245a5353a0e1a9992627015,0,Fail
b7d378386602ebfc0d411e406f8eb97718b72a05,0.02,Fail
2cc2c31f1d84e31ae53fda83ea33286a0ff2c9a1,0,Fail
446fb5a00793cf69adf69a6b5e03cc56b7fbdfc0,0,Fail
a729576479925b4c686b0a7cb3147468cf6b125b,0,Fail
0c893bc93c2c7f88b17153ca6898439eb22e58dd,0.01,Fail
9b6d8259a9a3b4ba46546cf19e4b3d1a1d69267b,0.02,Fail
d9d6ad0c42e2b3210ea76133403e7c5558fe8ed7,0,Fail
b4699e2572f5163f6095caad3f94ec70f6a6bb9c,0,Fail
1bfb9768e3a56c05ef2035fc534cdb0a09269a87,0.08,Fail
f4f6e0a421d27a6919eb7891b311a9e476855e24,0,Fail
ae8ea499d639042e69b7b86087c7176b47aabf19,0,Fail
2b2fd7f6e4b7963176447ed3f9a8bfb2bda9dcdc,0.02,Fail
f926ac1b184fdb9893b0a97ef9dd6a7302a26694,0,Fail
168875c453776c586ea6e04455e7b581cf90306a,0.01,Fail
de8964a4149b2fd14b70fb00235ff99898ca37c5,0,Fail
52ce8c6e053cd8ce3e1bc7bf50da50affa8548d7,0.01,Fail
77f1f3004e00caf3b9e8a8e4365438cf6c38f09d,0,Fail
30a69f0820d6d00aa065828cf7128294cdb46c68,0,Fail
4df84105219e25430376692dc938d7d44381f318,0,Fail
7bc217084e62d3756066642aa75cfba762281ed8,0,Fail
e9954681a59419fd7d4eeebf226841854b1d0fdf,0,Fail
28a2fb1442835629f914e139f37f916fe6960f60,0,Fail
c1c94caeaf02d45684fb29132f4ad7e9a26249fd,0,Fail
26aa9ba769343dc4d2ab9f0bd55274ad58f1cde5,0,Fail
3a8071ba5d54b714cadd526b54902926792137c3,0,Fail
5a6fbf3597134f0d4b89b939f256ba9f87da4a35,0,Fail
8460ab18878f09f77238d21f0e14101fea99ce4f,0,Fail
9ea3fc79a75a54b3cea8f0eac3cf685f3dac6698,0.03,Fail
7e31ff5342fceb9e782de7726729b3576244a700,0,Fail
f21f52c19c5e9e50626468f54e255490723b6084,0,Fail
09e2cea7718509e57716d3b82cd7aca6f6a7c487,0,Fail
be69699b9dc05ce995dbec5faf749d5946cba4bd,0,Fail
a359ff1466d7484ffb5a50a608f853a413029544,0,Fail
1dc4d78a33e92a0bfdea1c090ae3b8fccd07204c,0,Fail
00ae783dbeb3e19dbaaf2cd32a8be16ab3cd864d,0,Fail
1dd2beca9bdd4f889ced832f033764274da34814,0.02,Fail
b39c5ce3c54f0a42d04fe098f0491fdde7c5b855,0,Fail
30ac28171c87eb27e90dca5aaaec70a8560b2266,0,Fail
5ee2894842523f8a454ad17b598722598217abed,0,Fail
ae42dfd76c328d3bc33de135f304bc8ca771ad48,0.02,Fail
36895cc11c5e6dae03200e8d72633f98b4b459cc,0.06,Fail
c569ec531d93174c38ad05baebd24e0370a3d2db,0.01,Fail
026c2e85ae6ceb1c286fdd909cbb487102cab9d1,0.05,Fail
e13f3fb4ab65ff4a0bbf68dd7d3dc765cfab4f97,0,Fail
bf4064cfa0d9b5ab3028538b8a65c26ae882f396,0.21,Fail
6c5e7084f59b3ed682fb7e459aed5463a4961289,0,Fail
b34df4bde822c66c69bddc590fab9e560acef521,0,Fail
7b99a472ca2d9b391c7d33049d45291b5ee66352,0,Fail
3840bff07162acb6ba8bda97498ba97ecc6225fc,0,Fail
c3193b76e442ba304d473dcb035b7304e3a04b0b,0,Fail
ca356294fd7f627ad03f8bb9c2fca83ae0ee17a3,0.02,Fail
7e6d76d72b16d6dc2db5364c4061018d349e2e66,0,Fail
33803bc23cfe1598a8de4ffd08cdeefd18109527,0.06,Fail
56ff0c79527aca0c43c2d796cf18aa9228db4c62,0,Fail
900a31eba7a44274155154fed99babd3b89bf68a,0,Fail
ea048af3c9dc5f47db8f5255a6f178acf0945a84,0,Fail
402c67d6444dce25202f83fe5f457e7282b642e6,0,Fail
b1390d2d95b2e9ba00790beb127b68cf25186964,0,Fail
08f25a8f04b87d532de62a7dabfb4a1860d9ed32,0,Fail
8e68c0c22d163e1f111dc2312fcfb84172dff84d,0,Fail
5cf5d896819ee9a563723e44f5d17a21c37fcaa2,0,Fail
f66f53f315bc8aeb469a58dc662d00ad28f0cb2e,0.17,Fail
017971105c47cf8562bf2a5f4854a3a6f7e20490,0,Fail
3b36b81b4fc80eb02dfa8db99268f8a56b3d83bd,0.02,Fail
3d1d337061edd2b8db05428864bcf8586fa94d32,0,Fail
d19b06fc549e37a1db3f1fd326578143941f4e42,0.06,Fail
50c413d04ae578279d88e7e92ea026152aee7ea2,0,Fail
a0d910c444e64b3f02665fbd90feeae070bb3882,0.01,Fail
f21a9cc898213bf4cbe2ec81a7e61078a0c2eea0,0.04,Fail
3dc7e589e08c8bb2f999bae99ffab817820036ea,0,Fail
11fa88aba6f798f8368a2d7e51d83592be5ed7cd,0,Fail
8f7eae368f73be8f6f8a03d2535d63d38707f9cd,0.05,Fail
1681542f1a12ab1426c637cb9cd1d51fa6006f52,0,Fail
d9a627873899473bf26d8770377a0feb992ab4ca,0,Fail
0a1cb06d421f5a851c67ac4aa73d5ce345a87886,0.03,Fail
3947b66ec25ed13f6c57e175d708eb073e217199,0,Fail
6b74f65829f14271c2e404994719322a7b6ffa00,0,Fail
c84b630e24672a51b61f29d04bb31ae9839cf59e,0,Fail
6ba01082fd76fb7b3e5e79ae168ada7ee56ceb92,0,Fail
c72d996d09c47efd79b6fe2e91061579e1e7c456,0.11,Fail
08469544f00846e168661db95d941535ad43dfba,0,Fail
28a1405076ad475726f3278288e91b0392db145b,0,Fail
1c07a0fa49d564eec56ccf86f5d65506327aeda9,0.01,Fail
fc2b6aa831401024c893e7b4b6480eae9eeab74f,0,Fail
31205efd924a0350138439e3d2d44fb33741ca01,0.01,Fail
c86568229871272d8435c60ddc97dbfb7ad2daa6,0.02,Fail
78b9f9867c2f1e22da0e6553b5436f53691ea48f,0,Fail
af5de4fe069a1cf437bb050ff5054cfcfb52d514,0,Fail
2e3091150d860f5603144e44812e608d2af0c6ab,0,Fail
e6beeb98f34b7dbd8dc5b1794caf400387d05c18,0,Fail
c54b84ef1c709a30f231e2ea0ed47cbf0c0d8565,0.11,Fail
24479c5933848a109fc1cbb501bee53bfe404bc1,0,Fail
fcd6782cc0564217d13bf0a85977ae8d2671051c,0,Fail
2de58c850ab0175366661beb4363747c400a96c1,0.03,Fail
5a133805e6cd165c4ce8d875f795097af6a945e7,0,Fail
d65798d731e300b1423e368c5741541dd6213083,0,Fail
c575692e4f3d2764593044d43d5e7a80ed831a47,0.03,Fail
d033bcbd89e6d1696a5209163d5e82c099082801,0,Fail
56938132c2b10d5029b600c49e0704724a1a85a6,0,Fail
adfbd5231765df46dad4c926e530e02d4b05a123,0.11,Fail
827da0e4e0e45707bfcd18903fab238ecf09b76e,0,Fail
ff6eb6770e2770e79e03b197b54207b987f91803,0,Fail
920173abf0496318169d31854b1369bf3ca6396f,0,Fail
b5520ac8cd97f3e258a7fff3f437d67140acea10,0,Fail
3aa7b7e2ce8828014ca23b8be8eef437602be611,0,Fail
939501aec5369b44ae8ac5edca85509674a22c47,0,Fail
f9a6e5e27428d466e2cd62d8dda790aca9f40a99,0,Fail
f3b0352896a7c0fcaa7cebdd36d0e5278d0e9ab1,0,Fail
b2cd772a2271ca3d3fe275277f9361904d86eff4,0,Fail
d62b4c91de9cec7ff54474138ac0ad066fed3194,0,Fail
63669850565e42cc573941d58b9c10c49718028b,0,Fail
f7db4e3a9ee832a061ac084f77360040cd27754d,0,Fail
6f0c61eef38adcb88a2e720f8f0925d6b6681541,0.22,Fail
b81ecffe1aa1dff08c92b89aa915d853049f7e47,0.09,Fail
b6843bc8bbf2d40983e9b7d3790ebf2e369f27f1,0,Fail
5f42d24f53f4f1460e2de2f61cd27ba34db5cf3a,0.02,Fail
30e5b04329baaa2fa1f3be92e85a6dcb2a7732d1,0,Fail
6e79315c707625980602f66c92f54cc6f51f36de,0.23,Fail
cdf9b8c27edd2d6c69772a835340ada73699aeaa,0.19,Fail
07986939cbec4194045c90b6e42600811d6025cb,0.03,Fail
bd6f889361fe21ebfff18de2c683f6f137eb87a1,0,Fail
e140b8502665f8dfa04ace6880de6660731c70f8,0,Fail
9da5421ce3b01592ae8e849d478c68d34b5abcc1,0,Fail
a3a1967f0928826211639569c2ec5ee37172367c,0,Fail
5513171780daedecc0e8be8f560871d0bfdb6307,0,Fail
084a6dd12eaa650d7a53864b1c558a27a58d471e,0,Fail
7933312000a4346f054894eda2f960d916f008bf,0,Fail
3f75fcdfd8421fcc5e4a6bd1786fa7f674736370,0,Fail
99e5660386b5affb2b760c177b39c4b4872e1f5c,0,Fail
5e023171a55a497015c17f55ba2c181ba3809b69,0,Fail
