anon_screen_name,resource_display_name,module_id,activity_grade_id,first_submit,last_submit,module_type,Module,Week ,Act,Finalgrade,FinalScore
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Economic Regulation,i4x://HumanitiesSciences/Econ-1/problem/3cde2dbfbb8c42e3b54d1445df81bc05,43005939,4/03/2015 20:05,4/03/2015 20:05,problem,Deviations from Competition,Week-3,P-22 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Antitrust Policy,i4x://HumanitiesSciences/Econ-1/problem/9624e55bfdde401081c2bbd507388f12,43005938,4/03/2015 20:05,4/03/2015 20:05,problem,Deviations from Competition,Week-3,P-23 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Preview of Macroeconomics II,i4x://HumanitiesSciences/Econ-1/problem/5c6aceb3bddd4ee4b37b1aa3499ee3f1,43005956,4/03/2015 20:05,4/03/2015 20:05,problem,Macro Facts and Measures,Week-5,P-38 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: 4 Key Macro Variables,i4x://HumanitiesSciences/Econ-1/problem/ebf2e63c59e74e91aeed78332414a6f3,43005955,4/03/2015 20:05,4/03/2015 20:05,problem,Macro Facts and Measures,Week-5,P-39,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: The Spending Allocation Model,i4x://HumanitiesSciences/Econ-1/problem/0544ffdbed7b41b5ae69fd3232b12d9f,43005961,4/03/2015 20:05,4/03/2015 20:05,problem,Long Run Macroeconomics,Week-6,P-42 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Tax Policy,i4x://HumanitiesSciences/Econ-1/problem/8f575e7f7923439fa8a769f11b8df47b,43005946,4/03/2015 20:05,4/03/2015 20:05,problem,Key Economic Policy Issues,Week-4,P-27,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Transfers,i4x://HumanitiesSciences/Econ-1/problem/1b88aa364c1940eeba1dfadec0168a68,43005945,4/03/2015 20:05,4/03/2015 20:05,problem,Key Economic Policy Issues,Week-4,P-28 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Dropdown,i4x://HumanitiesSciences/Econ-1/problem/8e861a7ccdc74d51941ccb47ed4ecdf6,43005944,4/03/2015 20:05,4/03/2015 20:05,problem,Key Economic Policy Issues,Week-4,P-29 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: The Demand and Supply of Capital Including Housing,i4x://HumanitiesSciences/Econ-1/problem/f59ca08367a04802ac79afe3c8669619,43005950,4/03/2015 20:05,4/03/2015 20:05,problem,Financial and Capital Markets,Week-5,P-33 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Financial Market Risk II,i4x://HumanitiesSciences/Econ-1/problem/6e516acbbd604ad990fd91d44efb8d9f,43005951,4/03/2015 20:05,4/03/2015 20:05,problem,Financial and Capital Markets,Week-5,P-36 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Financial Market Risk I,i4x://HumanitiesSciences/Econ-1/problem/784e88b4af364b72b405cae6ec747958,43005952,4/03/2015 20:05,4/03/2015 20:05,problem,Financial and Capital Markets,Week-5,P-35 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Bond Markets and the Price of Bonds,i4x://HumanitiesSciences/Econ-1/problem/0f56ae93ece648e69b6f4cd0871a57cc,43005954,4/03/2015 20:05,4/03/2015 20:05,problem,Financial and Capital Markets,Week-5,P-34 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Using the Spending Allocation Model,i4x://HumanitiesSciences/Econ-1/problem/85ab877f6d204350a306e4ae29d3c7ad,43005960,4/03/2015 20:05,4/03/2015 20:05,problem,Long Run Macroeconomics,Week-6,P-43,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Productivity and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/e0772aca42c84c77beff73cb04880dae,43005964,4/03/2015 20:05,4/03/2015 20:05,problem,Long Run Macroeconomics,Week-6,P-45 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Productivity and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/e0772aca42c84c77beff73cb04880dae,43005964,4/03/2015 20:05,4/03/2015 20:05,problem,Long Run Macroeconomics,Week-6,P-48 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: The Fed and the Money Supply,i4x://HumanitiesSciences/Econ-1/problem/783d63e79de841d2a0fa7c6bace78504,43005965,4/03/2015 20:05,4/03/2015 20:05,problem,Long Run Macroeconomics,Week-6,P-51 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Money and Inflation,i4x://HumanitiesSciences/Econ-1/problem/05d6ee2d583248e4b8862b031b180eb5,43005966,4/03/2015 20:05,4/03/2015 20:05,problem,Long Run Macroeconomics,Week-6,P-50 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Nature of Economic Fluctuations,i4x://HumanitiesSciences/Econ-1/problem/49af586cfd224e248f8d4acca4a785e2,43005968,4/03/2015 20:05,4/03/2015 20:05,problem,Short Run Macro,Week-7,P-52 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: The Economic Fluctuations Model III,i4x://HumanitiesSciences/Econ-1/problem/cb9acfc8a9b5411eb31afa63d92efb79,43005969,4/03/2015 20:05,4/03/2015 20:05,problem,Short Run Macro,Week-7,P-56,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: The Economic Fluctuations Model I,i4x://HumanitiesSciences/Econ-1/problem/7f53ff325e5c4dce9a06f166ae47008c,43005971,4/03/2015 20:05,4/03/2015 20:05,problem,Short Run Macro,Week-7,P-54 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/ce9218a56f784628b1e0672a7599a4da,43005974,4/03/2015 20:05,4/03/2015 20:05,problem,Macro Policy Issues,Week-8,P-66 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/65809637f78245d0aa17e0943899e2f9,43005977,4/03/2015 20:05,4/03/2015 20:05,problem,Macro Policy Issues,Week-8,P-66 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/6fb9e089018044b7a3c70c7cac82f471,43005978,4/03/2015 20:05,4/03/2015 20:05,problem,Macro Policy Issues,Week-8,P-66 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/02f700b976b34221a5c61472c111cff0,43005979,4/03/2015 20:05,4/03/2015 20:05,problem,Macro Policy Issues,Week-8,P-66 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/49d16b57118b4280b499c49884d88110,43005980,4/03/2015 20:05,4/03/2015 20:05,problem,Macro Policy Issues,Week-8,P-66 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/79e53493197a4a3d9623c58bd0d28da2,43005981,4/03/2015 20:05,4/03/2015 20:05,problem,Macro Policy Issues,Week-8,P-66 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/edc2eeead36942f3bf69090562fcf656,43005982,4/03/2015 20:05,4/03/2015 20:05,problem,Macro Policy Issues,Week-8,P-66 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/cda6ac376eaf4bdc8735d69b66586870,43005983,4/03/2015 20:05,4/03/2015 20:05,problem,Macro Policy Issues,Week-8,P-66 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: International Trade Policy,i4x://HumanitiesSciences/Econ-1/problem/a047e37b24f74a01945781d05e470044,43005984,4/03/2015 20:05,4/03/2015 20:05,problem,International Economic Issues,Week-8,P-70 ,0,Fail
77d69af413fd3c1ffc8009a0a92a56c406e69370,Quiz: Tariffs and Quotas,i4x://HumanitiesSciences/Econ-1/problem/a4988d22db914f6b8b1359b906e7b397,43005985,4/03/2015 20:05,4/03/2015 20:05,problem,International Economic Issues,Week-8,P-69 ,0,Fail
012113d6241059a1c191068a899c0396fa3f3ee9,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,43264582,7/03/2015 8:26,7/03/2015 8:26,problem,The Basic Core of Economics,Week-1,P-7 ,0,Fail
012113d6241059a1c191068a899c0396fa3f3ee9,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,43262275,7/03/2015 7:50,7/03/2015 8:03,problem,The Basic Core of Economics,Week-1,P-5 ,0,Fail
012113d6241059a1c191068a899c0396fa3f3ee9,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,43261948,7/03/2015 7:42,7/03/2015 7:47,problem,The Basic Core of Economics,Week-1,P-4,0,Fail
012113d6241059a1c191068a899c0396fa3f3ee9,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,43264583,7/03/2015 8:26,7/03/2015 8:26,problem,The Basic Core of Economics,Week-1,P-8 ,0,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,43460036,9/03/2015 18:10,9/03/2015 18:10,problem,The Basic Core of Economics,Week-1,P-7 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Monopolistic Competition,i4x://HumanitiesSciences/Econ-1/problem/595a204050544e69a41f90296e540686,43460050,9/03/2015 18:10,9/03/2015 18:10,problem,Deviations from Competition,Week-3,P-20,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,43460034,9/03/2015 18:10,9/03/2015 18:10,problem,The Basic Core of Economics,Week-1,P-5 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21906190,25/06/2014 11:41,10/03/2015 7:25,video,The Basic Core of Economics,Week-1,L1,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Are Competitive Markets Efficient?,i4x://HumanitiesSciences/Econ-1/problem/512c30e072234487bf280f68be30685b,43460041,9/03/2015 18:10,9/03/2015 18:10,problem,The Competitive Equilibrium Model,Week-2,P-13 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,43460035,9/03/2015 18:10,9/03/2015 18:10,problem,The Basic Core of Economics,Week-1,P-8 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Derivation of the Demand Curve,i4x://HumanitiesSciences/Econ-1/problem/ecf5450bd8624179a0ea947bfb5dd5ba,43460038,9/03/2015 18:10,9/03/2015 18:10,problem,The Competitive Equilibrium Model,Week-2,P-9,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Marginal Benefit and Consumer Surplus,i4x://HumanitiesSciences/Econ-1/problem/7a3923ff162540e387e4ab4d9858a6ab,43460037,9/03/2015 18:10,9/03/2015 18:10,problem,The Competitive Equilibrium Model,Week-2,P-10,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Marginal Product of Labor and Marginal Costs,i4x://HumanitiesSciences/Econ-1/problem/1344306f05e04b1e87b8aef76281f4a4,43460039,9/03/2015 18:10,9/03/2015 18:10,problem,The Competitive Equilibrium Model,Week-2,P-12,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: The Rise and Fall of Industries,i4x://HumanitiesSciences/Econ-1/problem/e52ef2d4d7a049538003ba0a3dfd5a9c,43460045,9/03/2015 18:10,9/03/2015 18:10,problem,Firms and Industries Changing Over Time,Week-2,P-17 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz on 10A,i4x://HumanitiesSciences/Econ-1/problem/d5bfed1c06c8437ca19a85de09dd60c3,43460048,9/03/2015 18:10,9/03/2015 18:10,problem,Deviations from Competition,Week-3,P-18 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Oligopoly,i4x://HumanitiesSciences/Econ-1/problem/670af55aa360406fbd040edfcfd0e00e,43460049,9/03/2015 18:10,9/03/2015 18:10,problem,Deviations from Competition,Week-3,P-21 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Economic Regulation,i4x://HumanitiesSciences/Econ-1/problem/3cde2dbfbb8c42e3b54d1445df81bc05,43460052,9/03/2015 18:10,9/03/2015 18:10,problem,Deviations from Competition,Week-3,P-22 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Antitrust Policy,i4x://HumanitiesSciences/Econ-1/problem/9624e55bfdde401081c2bbd507388f12,43460051,9/03/2015 18:10,9/03/2015 18:10,problem,Deviations from Competition,Week-3,P-23 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Preview of Macroeconomics II,i4x://HumanitiesSciences/Econ-1/problem/5c6aceb3bddd4ee4b37b1aa3499ee3f1,43460068,9/03/2015 18:10,9/03/2015 18:10,problem,Macro Facts and Measures,Week-5,P-38 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: 4 Key Macro Variables,i4x://HumanitiesSciences/Econ-1/problem/ebf2e63c59e74e91aeed78332414a6f3,43460067,9/03/2015 18:10,9/03/2015 18:10,problem,Macro Facts and Measures,Week-5,P-39,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: The Spending Allocation Model,i4x://HumanitiesSciences/Econ-1/problem/0544ffdbed7b41b5ae69fd3232b12d9f,43460074,9/03/2015 18:10,9/03/2015 18:10,problem,Long Run Macroeconomics,Week-6,P-42 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Tax Policy,i4x://HumanitiesSciences/Econ-1/problem/8f575e7f7923439fa8a769f11b8df47b,43460059,9/03/2015 18:10,9/03/2015 18:10,problem,Key Economic Policy Issues,Week-4,P-27,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Transfers,i4x://HumanitiesSciences/Econ-1/problem/1b88aa364c1940eeba1dfadec0168a68,43460058,9/03/2015 18:10,9/03/2015 18:10,problem,Key Economic Policy Issues,Week-4,P-28 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Dropdown,i4x://HumanitiesSciences/Econ-1/problem/8e861a7ccdc74d51941ccb47ed4ecdf6,43460057,9/03/2015 18:10,9/03/2015 18:10,problem,Key Economic Policy Issues,Week-4,P-29 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: The Demand and Supply of Capital Including Housing,i4x://HumanitiesSciences/Econ-1/problem/f59ca08367a04802ac79afe3c8669619,43460063,9/03/2015 18:10,9/03/2015 18:10,problem,Financial and Capital Markets,Week-5,P-33 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Financial Market Risk II,i4x://HumanitiesSciences/Econ-1/problem/6e516acbbd604ad990fd91d44efb8d9f,43460064,9/03/2015 18:10,9/03/2015 18:10,problem,Financial and Capital Markets,Week-5,P-36 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Financial Market Risk I,i4x://HumanitiesSciences/Econ-1/problem/784e88b4af364b72b405cae6ec747958,43460065,9/03/2015 18:10,9/03/2015 18:10,problem,Financial and Capital Markets,Week-5,P-35 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Bond Markets and the Price of Bonds,i4x://HumanitiesSciences/Econ-1/problem/0f56ae93ece648e69b6f4cd0871a57cc,43460066,9/03/2015 18:10,9/03/2015 18:10,problem,Financial and Capital Markets,Week-5,P-34 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Using the Spending Allocation Model,i4x://HumanitiesSciences/Econ-1/problem/85ab877f6d204350a306e4ae29d3c7ad,43460072,9/03/2015 18:10,9/03/2015 18:10,problem,Long Run Macroeconomics,Week-6,P-43,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Productivity and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/e0772aca42c84c77beff73cb04880dae,43460077,9/03/2015 18:10,9/03/2015 18:10,problem,Long Run Macroeconomics,Week-6,P-45 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Productivity and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/e0772aca42c84c77beff73cb04880dae,43460077,9/03/2015 18:10,9/03/2015 18:10,problem,Long Run Macroeconomics,Week-6,P-48 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: The Fed and the Money Supply,i4x://HumanitiesSciences/Econ-1/problem/783d63e79de841d2a0fa7c6bace78504,43460078,9/03/2015 18:10,9/03/2015 18:10,problem,Long Run Macroeconomics,Week-6,P-51 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Money and Inflation,i4x://HumanitiesSciences/Econ-1/problem/05d6ee2d583248e4b8862b031b180eb5,43460079,9/03/2015 18:10,9/03/2015 18:10,problem,Long Run Macroeconomics,Week-6,P-50 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Nature of Economic Fluctuations,i4x://HumanitiesSciences/Econ-1/problem/49af586cfd224e248f8d4acca4a785e2,43460081,9/03/2015 18:10,9/03/2015 18:10,problem,Short Run Macro,Week-7,P-52 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: The Economic Fluctuations Model III,i4x://HumanitiesSciences/Econ-1/problem/cb9acfc8a9b5411eb31afa63d92efb79,43460082,9/03/2015 18:10,9/03/2015 18:10,problem,Short Run Macro,Week-7,P-56,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: The Economic Fluctuations Model I,i4x://HumanitiesSciences/Econ-1/problem/7f53ff325e5c4dce9a06f166ae47008c,43460084,9/03/2015 18:10,9/03/2015 18:10,problem,Short Run Macro,Week-7,P-54 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/ce9218a56f784628b1e0672a7599a4da,43460088,9/03/2015 18:10,9/03/2015 18:10,problem,Macro Policy Issues,Week-8,P-66 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/65809637f78245d0aa17e0943899e2f9,43460092,9/03/2015 18:10,9/03/2015 18:10,problem,Macro Policy Issues,Week-8,P-66 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/6fb9e089018044b7a3c70c7cac82f471,43460093,9/03/2015 18:10,9/03/2015 18:10,problem,Macro Policy Issues,Week-8,P-66 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/02f700b976b34221a5c61472c111cff0,43460094,9/03/2015 18:10,9/03/2015 18:10,problem,Macro Policy Issues,Week-8,P-66 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/49d16b57118b4280b499c49884d88110,43460095,9/03/2015 18:10,9/03/2015 18:10,problem,Macro Policy Issues,Week-8,P-66 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/79e53493197a4a3d9623c58bd0d28da2,43460096,9/03/2015 18:10,9/03/2015 18:10,problem,Macro Policy Issues,Week-8,P-66 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/edc2eeead36942f3bf69090562fcf656,43460097,9/03/2015 18:10,9/03/2015 18:10,problem,Macro Policy Issues,Week-8,P-66 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Multiple Choice,i4x://HumanitiesSciences/Econ-1/problem/cda6ac376eaf4bdc8735d69b66586870,43460098,9/03/2015 18:10,9/03/2015 18:10,problem,Macro Policy Issues,Week-8,P-66 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: International Trade Policy,i4x://HumanitiesSciences/Econ-1/problem/a047e37b24f74a01945781d05e470044,43460099,9/03/2015 18:10,9/03/2015 18:10,problem,International Economic Issues,Week-8,P-70 ,0.03,Fail
2ad1dc8d861a732e45fe4a51b8f821755f6a28f3,Quiz: Tariffs and Quotas,i4x://HumanitiesSciences/Econ-1/problem/a4988d22db914f6b8b1359b906e7b397,43460100,9/03/2015 18:10,9/03/2015 18:10,problem,International Economic Issues,Week-8,P-69 ,0.03,Fail
80cc97569b7013733bee39d047005d0c22e6970b,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,43337061,8/03/2015 0:01,9/03/2015 21:11,problem,The Basic Core of Economics,Week-1,P-7 ,0,Fail
80cc97569b7013733bee39d047005d0c22e6970b,Quiz: Monopolistic Competition,i4x://HumanitiesSciences/Econ-1/problem/595a204050544e69a41f90296e540686,43337075,8/03/2015 0:01,8/03/2015 0:01,problem,Deviations from Competition,Week-3,P-20,0,Fail
80cc97569b7013733bee39d047005d0c22e6970b,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,43337188,8/03/2015 0:02,8/03/2015 0:02,video,The Basic Core of Economics,Week-1,L4,0,Fail
80cc97569b7013733bee39d047005d0c22e6970b,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,43337059,8/03/2015 0:01,9/03/2015 21:06,problem,The Basic Core of Economics,Week-1,P-5 ,0,Fail
80cc97569b7013733bee39d047005d0c22e6970b,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,43336405,7/03/2015 23:53,7/03/2015 23:59,video,The Basic Core of Economics,Week-1,L1,0,Fail
80cc97569b7013733bee39d047005d0c22e6970b,Quiz: Are Competitive Markets Efficient?,i4x://HumanitiesSciences/Econ-1/problem/512c30e072234487bf280f68be30685b,43337066,8/03/2015 0:01,8/03/2015 0:01,problem,The Competitive Equilibrium Model,Week-2,P-13 ,0,Fail
80cc97569b7013733bee39d047005d0c22e6970b,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,43336346,7/03/2015 23:52,8/03/2015 0:00,problem,The Basic Core of Economics,Week-1,P-2,0,Fail
